RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
18697,18271667,Osborne,528,Germany,Female,46,10,47508.72,4,1,1,137496.91,1
18698,55366751,Azikiwe,591,America,Male,37,0,163908.55,3,0,0,54910.79,1
18699,56314012,Hill,467,America,Female,34,10,201803.9,2,0,1,188471.07,0
18700,71695217,Cameron,649,China,Male,58,5,180346.4,4,0,0,212391.5,0
18701,42951928,Chin,393,USA,Male,54,9,157015.38,4,1,1,110628.56,1
18702,49571091,Armstrong,301,America,Male,65,10,37352.72,3,1,1,196583.39,1
18703,88227923,Smith,788,India,Male,72,4,235101.33,4,1,0,57965.75,1
18704,43866850,Kay,706,India,Female,72,1,107519.16,3,0,1,169797.69,0
18705,98989459,Jackson,425,India,Male,39,6,30605.66,2,1,0,67780.73,0
18706,72610593,McDonald,639,Spain,Male,21,0,243813.62,2,1,0,83437.99,0
18707,88716606,Lombardo,379,America,Female,34,9,16881,3,0,1,231503.14,1
18708,52253477,Lopez,337,France,Male,78,5,62095.19,2,0,1,68423.72,0
18709,74782953,Lucciano,302,India,Male,84,7,55263.12,4,1,0,219516.65,0
18710,71257504,Onio,841,USA,Female,80,0,7316.72,4,1,1,232133.94,0
18711,62903679,Hao,334,Spain,Male,42,2,181821.64,1,1,0,812.3,1
18712,53724797,He,673,America,Male,66,7,83090.17,1,1,1,142273.28,0
18713,46854713,Onio,345,Austrelia,Female,81,2,177018.88,2,0,0,134693.34,1
18714,39132524,Mosman,489,Germany,Male,82,9,89196.97,2,1,1,6657.42,1
18715,84310417,Watson,624,Austrelia,Female,26,1,201293.17,4,0,0,94489.36,0
18716,70762503,Watson,534,China,Male,90,6,243966.85,2,0,0,132600.22,0
18717,27226583,Odinakachukwu,342,Spain,Female,70,6,203866.3,3,0,0,131167.82,1
18718,60942019,Bearce,827,China,Male,39,10,230265.74,1,1,1,157898.2,0
18719,75786830,Jones,808,America,Female,41,7,232604.32,2,0,1,154173.86,1
18720,63051535,Clements,534,Spain,Male,33,1,152396.16,2,1,1,154659.39,0
18721,56249220,Boni,635,America,Female,25,5,233434.87,4,1,1,184658.12,0
18722,88761755,Lucciano,621,France,Female,43,6,192626.65,1,1,1,96815.92,0
18723,45463748,Muldrow,635,America,Male,56,10,13682.7,2,0,0,169239.02,0
18724,45807541,Cameron,829,China,Female,40,6,38576.1,1,0,1,126214.92,0
18725,45755463,Bartlett,844,America,Male,42,7,72163.41,1,0,0,70371.67,0
18726,82830233,Garcia,696,China,Male,89,7,156244.31,3,0,1,37577.44,0
18727,33412179,Martinez,467,China,Male,39,8,146968.42,1,0,0,131455.44,1
18728,16806223,Garcia,719,France,Male,45,5,162313.24,2,1,1,247467.7,0
18729,16313000,McWilliams,816,America,Male,65,8,27717.09,3,0,0,244996.46,1
18730,46883012,Anderson,596,Spain,Female,32,7,164724.75,4,1,1,197703.76,0
18731,73737279,Yen,600,Germany,Male,64,4,125356.93,2,1,0,132015.98,0
18732,65170662,Hill,617,Austrelia,Female,77,9,124194.78,2,0,1,123806.92,0
18733,47006646,Bartlett,412,America,Female,27,2,26255.34,4,1,0,91160.85,1
18734,27826127,Azikiwe,482,Germany,Female,39,7,200934.92,1,1,1,234705.8,0
18735,63042329,Bartlett,460,Spain,Male,81,6,9153.87,3,1,1,159073.3,1
18736,37713854,Clements,643,Spain,Female,86,10,202601.42,4,0,1,78343.29,1
18737,21083952,Henderson,503,France,Male,21,9,167406.91,3,1,0,64290.58,1
18738,96615403,Hernandez,315,USA,Female,37,7,238986.73,2,0,1,80754.06,1
18739,57098626,Martinez,356,USA,Male,22,9,161488.68,3,0,1,12040.97,1
18740,21910796,Jones,410,Spain,Male,53,9,214606.43,2,0,1,167786.37,0
18741,98897642,Henderson,586,Austrelia,Male,76,3,165140.85,4,1,1,175932.93,0
18742,65718088,Wilson,797,America,Female,63,8,115242.75,2,0,1,137050.25,1
18743,26971258,Wilson,678,USA,Male,61,5,17380.53,1,1,0,50311.72,1
18744,22449247,Hargrave,379,USA,Female,40,2,245300.25,2,0,0,202289.19,0
18745,43661583,Rodriguez,675,Germany,Female,83,7,76589.88,4,1,0,235975.05,1
18746,28796125,Sanderson,705,Spain,Male,45,10,95492.44,3,1,1,457.29,0
18747,41189448,Rodriguez,353,America,Female,73,10,62154.55,4,0,1,176746.88,1
18748,64804463,He,564,China,Male,62,9,17899.09,1,0,0,77229.42,1
18749,31119798,McDonald,472,France,Male,81,9,228582.26,3,0,1,231204.59,0
18750,63261253,Jackson,547,France,Female,29,9,73938.44,4,0,1,134162.32,0
18751,54869574,Bianchi,436,America,Female,57,8,214795.2,2,0,1,225950.86,1
18752,55799062,Henderson,630,America,Male,42,2,201245.85,3,0,0,230522.75,1
18753,68159369,Hsiao,483,Germany,Male,35,4,90267.01,3,1,1,232955.15,1
18754,67879354,Clarke,774,Germany,Female,86,7,248470.98,1,0,0,247730.28,0
18755,54306036,Taylor,634,India,Female,61,5,193485.47,3,1,0,16362.6,0
18756,47827416,Maggard,599,Austrelia,Female,21,4,6846.1,2,1,0,173258.78,0
18757,17970182,Maclean,830,America,Male,81,10,64327.44,2,0,1,233801.89,0
18758,79462596,Hargrave,314,China,Female,25,1,177708.84,3,1,1,47426.47,1
18759,43179577,Bianchi,647,India,Male,37,5,159103.81,4,0,1,240387.94,0
18760,20907367,Jackson,447,India,Female,46,4,96298.89,4,0,1,108396.04,1
18761,85998986,Gerasimov,655,India,Male,89,0,126460.63,2,0,0,209869.77,0
18762,36856562,Mitchell,818,France,Male,21,10,110031.66,4,1,1,71501.36,1
18763,24994807,Dellucci,469,Spain,Male,52,6,93386.15,2,0,1,91448.01,1
18764,87617472,Gonzalez,611,China,Female,20,10,207417.73,2,0,0,231084.35,1
18765,58886862,Hargrave,437,Austrelia,Female,82,2,144048.49,1,1,1,163729.65,0
18766,79247531,Lopez,443,America,Female,88,10,218983.56,1,1,0,148223.28,0
18767,32119646,Young,379,France,Male,87,6,89204.52,2,1,1,12084.52,0
18768,95315907,Henderson,597,Spain,Male,80,0,198244.73,2,0,1,130173.51,1
18769,30162129,Cameron,711,Germany,Female,78,6,246350.28,3,0,1,5559.17,0
18770,34975637,Thomas,446,China,Female,77,0,14362.41,2,0,0,138756.2,1
18771,44197885,Hao,303,China,Female,28,10,142168.25,1,0,1,123152.87,0
18772,82084624,Romeo,706,America,Male,26,5,168615.77,4,0,1,124921.23,0
18773,39139825,Henderson,569,USA,Male,79,7,103610.94,2,1,1,215064.63,1
18774,71977097,Williams,649,Spain,Male,45,9,201917.32,2,0,0,203679.31,0
18775,74070605,Gerasimov,810,Austrelia,Male,86,9,179078.57,2,0,1,172260.31,1
18776,75975503,Clarke,400,France,Female,19,1,158962.28,2,0,0,154685.76,1
18777,95366312,Andrews,333,France,Male,79,4,161534.6,1,1,0,197337.2,1
18778,42401501,Yen,546,Germany,Female,19,1,131438.06,1,1,0,2916.17,0
18779,58937979,Bianchi,327,India,Female,72,5,39914.7,4,1,1,190293.44,1
18780,69438527,Lombardo,807,USA,Female,74,2,45205.04,4,1,0,76752.75,0
18781,92351876,Lorenzo,306,Spain,Female,48,7,235571.99,1,1,0,208849.28,0
18782,48549634,Bianchi,568,Austrelia,Female,74,7,43396.07,1,1,1,67713.2,1
18783,87674531,Lombardo,843,Austrelia,Female,72,5,204503.22,2,0,1,96478.47,1
18784,62362703,Lucciano,711,India,Male,68,2,144984.1,1,1,0,225972.63,1
18785,22444675,Maggard,382,Spain,Female,45,7,111027.32,2,1,0,14509.31,0
18786,17519167,Brown,848,Germany,Male,77,5,131333.92,2,0,0,78117.93,0
18787,86806875,Yen,799,Austrelia,Male,61,7,84092.53,2,1,0,97065.42,1
18788,62006254,Henderson,422,USA,Female,70,6,102470.2,4,0,0,236733.37,1
18789,92054678,Azikiwe,505,Austrelia,Female,77,1,165036.12,1,1,0,93599.76,1
18790,63153271,Clarke,490,USA,Male,73,3,238485.95,3,1,0,147730.42,0
18791,23115010,Onio,787,Austrelia,Female,46,7,142356.66,3,0,1,214523.15,1
18792,18057567,Dellucci,527,America,Male,81,5,66866.18,1,0,1,213318.06,0
18793,50802064,Azikiwe,462,Spain,Male,50,3,233847.3,4,1,0,21871.58,0
18794,65976026,McWilliams,439,France,Male,81,5,9625.84,3,0,0,53180.26,1
18795,89769995,Jones,319,China,Male,55,6,179392.14,1,0,1,233004.43,0
18796,24374448,Yen,762,Austrelia,Female,88,6,170024.85,2,0,0,177012.5,0
18797,89216858,Lopez,764,Austrelia,Male,20,9,170115.04,1,0,1,31563.61,0
18798,68680570,Sanderson,767,Spain,Male,42,7,41500.13,1,0,1,133827.45,0
18799,25026764,Martin,719,Spain,Male,29,0,184585.72,1,0,1,1668.18,1
18800,87756441,Cameron,456,China,Female,62,10,116805.45,4,1,1,80243.65,1
18801,95110106,Smith,827,Austrelia,Female,26,10,120356.51,1,1,0,195802.38,1
18802,65454550,Onio,750,Spain,Male,82,7,51181.53,3,0,1,44391.42,0
18803,47786619,Hsiao,394,USA,Female,51,3,72389.52,3,1,0,105680.77,1
18804,70966979,Bianchi,321,Austrelia,Female,26,0,134706.03,4,0,1,30489.05,0
18805,65166710,Mosman,681,France,Female,28,3,28863.4,1,1,1,67625.94,0
18806,41176184,Lavine,672,America,Male,74,6,174794.14,4,0,0,94756.39,0
18807,50570136,Young,450,France,Male,72,9,208818.82,4,1,1,111710.02,0
18808,31384031,Boni,518,Germany,Male,40,0,234754.59,4,1,0,62028.3,0
18809,47145830,Lombardo,490,India,Female,44,7,30181.42,3,1,1,197864.47,1
18810,78110653,Smith,336,Austrelia,Male,69,4,28617.4,4,0,0,72937.03,1
18811,89140467,Chu,727,Austrelia,Male,58,7,232220.79,4,0,1,9833.11,0
18812,21986974,Miller,592,France,Male,45,2,222645.63,2,0,1,73182.11,0
18813,37653239,Anderson,697,Germany,Female,22,5,141221.8,1,1,0,122479.7,1
18814,79138321,Azikiwe,407,India,Female,53,1,17708.73,3,0,0,18172.21,1
18815,92082250,Onio,768,USA,Male,83,3,228802.05,3,1,0,145540.45,0
18816,49799301,Martinez,517,America,Male,73,8,59426.98,4,1,1,229010.6,0
18817,54921362,Andrews,391,Spain,Female,79,9,216802.34,4,0,0,160343.04,1
18818,93208700,Scott,841,China,Female,61,4,152391.74,1,1,1,232485.38,1
18819,93325191,Yen,425,India,Male,45,2,246318.96,4,0,0,125210.81,0
18820,77383873,Wilson,499,France,Female,82,2,36485.25,4,1,1,224289.5,0
18821,31433668,Bianchi,530,India,Female,21,2,208969.09,3,1,0,60100,0
18822,72551044,Osborne,503,China,Male,25,7,171958.71,2,0,0,73476.61,0
18823,40133195,Rodriguez,592,Germany,Female,36,10,239652.97,4,1,1,86642.1,0
18824,81452319,Chin,721,Spain,Female,25,2,22121.95,3,0,0,117837.71,1
18825,89218948,Armstrong,694,France,Female,45,9,240089.87,3,1,1,27294.69,0
18826,25661642,Young,725,America,Male,44,2,164898.54,1,1,0,214002.99,0
18827,67207329,Davis,717,Spain,Female,61,5,197540.56,1,0,1,83400.71,1
18828,38246655,Chu,638,USA,Male,22,2,189237.8,2,1,0,13634.59,1
18829,33862949,Jackson,651,China,Male,76,5,126455.09,1,0,0,70674.9,1
18830,53585563,Andrews,332,America,Female,35,5,108272.2,4,0,1,107238.94,1
18831,40581087,Hargrave,488,Spain,Male,77,7,21145.17,1,1,1,216922.74,1
18832,54905853,Bearce,609,Austrelia,Male,45,9,82123.28,2,1,1,25897.71,1
18833,27605818,Brown,666,China,Female,25,8,40988.97,3,1,1,177352.27,1
18834,39187020,Odinakachukwu,484,Germany,Male,49,6,119511.16,4,0,1,183527.07,0
18835,53273949,Kay,792,America,Female,86,8,176533.65,1,1,1,212240.85,0
18836,84023220,Tyler,797,India,Female,60,8,123889.52,3,0,1,234478.71,1
18837,50794938,Garcia,675,Spain,Female,79,1,74806.49,4,0,0,80806.97,1
18838,17050695,Hernandez,731,Spain,Female,38,10,130455.02,1,0,1,112478.7,0
18839,84468947,Muldrow,507,America,Female,55,6,217344.41,1,1,0,80366.77,0
18840,56701559,Tyler,472,Austrelia,Male,90,1,188107.34,2,0,0,79846.73,1
18841,36402829,Yen,376,India,Male,87,10,88452.1,1,1,1,54400.35,1
18842,95312937,Martinez,650,China,Female,69,4,220708.67,1,1,1,92853.38,0
18843,42630450,Kay,367,Germany,Male,18,3,2741.27,1,0,1,173908.3,1
18844,88274775,Clarke,388,France,Female,59,8,71003.49,2,0,0,137304.88,0
18845,51200060,Lorenzo,779,Austrelia,Female,36,7,205262.13,2,0,0,168142.55,0
18846,93520597,Clements,736,Spain,Female,25,3,69157,3,0,1,43237.59,1
18847,64544413,Kay,416,China,Female,25,3,185588.52,3,0,1,50049.16,0
18848,42506540,Yen,431,America,Female,58,5,167822.69,2,1,0,177617.9,0
18849,30667598,He,354,Germany,Female,71,3,179799.15,3,1,0,375.53,1
18850,16128774,Hsiao,340,Spain,Female,88,10,243761.28,4,1,0,234262.73,0
18851,36286325,Mitchell,716,Germany,Male,45,9,231076.68,1,0,0,50886.11,1
18852,39119448,Lopez,641,America,Male,49,0,248777.57,3,0,0,25083.29,0
18853,17350113,Bianchi,663,India,Male,88,9,158968.92,3,0,0,17198.16,0
18854,74049922,Chu,676,Spain,Male,64,8,8654.2,2,0,0,43079.04,0
18855,57282840,Johnson,399,Germany,Male,63,5,201763.08,3,0,1,189996.36,1
18856,67234623,Odinakachukwu,848,Germany,Female,59,3,237215.17,3,0,1,61362.63,0
18857,93494160,Miller,384,Spain,Male,32,5,50328.06,1,1,1,10637,1
18858,47786374,Taylor,775,Germany,Female,79,1,59108.22,2,1,0,165067.84,0
18859,58155065,Goforth,393,Spain,Male,59,7,193684.01,4,1,1,116742.61,1
18860,37987474,Watson,696,China,Male,54,8,93946.24,4,1,0,114827.45,1
18861,60467583,Andrews,764,Austrelia,Female,63,1,21799.82,4,0,1,3999.08,0
18862,72024192,Williams,784,India,Female,77,5,182510.29,3,1,0,137896.17,1
18863,26868219,Osborne,503,India,Female,78,5,102561.64,3,1,0,112131.13,0
18864,19645593,Young,438,America,Male,20,5,77843.49,3,1,1,16234.64,1
18865,73143042,Tyler,708,China,Male,26,4,249324.23,2,0,1,173881.56,1
18866,93752114,Bianchi,525,Spain,Female,40,4,66979.6,4,1,1,132579.08,0
18867,72778521,Henderson,534,France,Male,41,4,179157.31,2,0,1,81335.44,1
18868,83130513,Mitchell,840,USA,Male,79,10,196426.53,2,1,0,21979.41,1
18869,75595268,Onio,426,America,Female,47,9,6770.36,4,1,1,2537,0
18870,42954621,Hernandez,328,France,Female,51,8,215509.25,3,0,1,221097.8,0
18871,98318691,Hao,607,America,Male,84,10,135301.32,3,0,1,106782.22,1
18872,34476172,Lopez,701,China,Male,48,5,169493.03,3,1,1,223611.77,1
18873,62442232,Jackson,599,China,Male,26,1,158080.57,2,0,1,247290.38,1
18874,96571497,Yen,310,China,Male,76,7,52416.64,3,1,0,38256.86,0
18875,89963344,Jackson,737,Spain,Female,40,0,80622.07,2,1,1,98912.92,1
18876,24395960,Armstrong,520,Spain,Female,28,6,210673.39,1,1,1,129376.68,0
18877,42096844,Andrews,470,Austrelia,Male,90,2,191573.98,3,1,0,160020.22,0
18878,60532041,Taylor,550,USA,Male,35,7,245552.5,2,1,1,167188.96,1
18879,75074416,Watson,838,India,Male,56,9,158377.12,4,1,1,40147.35,0
18880,74790244,Lorenzo,369,India,Female,49,10,121299.66,1,1,1,44795.68,1
18881,38457476,Hill,712,India,Male,19,3,53737.43,4,1,1,162608.47,0
18882,71723730,Hernandez,609,Germany,Male,33,6,27714,3,0,0,158628.05,1
18883,29775489,Dellucci,617,Austrelia,Male,46,9,248324.51,1,1,0,74141.73,1
18884,78715532,Miller,661,Germany,Male,84,10,205114.11,4,1,0,196272.04,1
18885,89836416,Osborne,650,China,Female,58,0,213742.86,4,1,1,80407.84,0
18886,39131236,Gerasimov,431,China,Female,89,3,10913.63,4,1,0,129040.8,0
18887,43031244,Dellucci,627,Germany,Female,75,6,54598.59,3,0,0,191478.77,0
18888,19113294,Davis,708,France,Female,42,0,170429.63,4,0,0,224738.66,0
18889,87140892,Mosman,352,Spain,Female,71,7,166201,1,0,1,176662.53,1
18890,80231442,Dellucci,374,Germany,Male,21,0,69370.83,3,0,0,45529.1,0
18891,21284179,Armstrong,658,Austrelia,Male,58,0,47705.67,3,1,0,113242.36,1
18892,56483604,Scott,443,India,Female,88,4,43195.54,1,0,1,138.66,1
18893,51119809,Romeo,830,Germany,Male,87,1,177527.97,4,1,0,112144.16,1
18894,58413496,Gonzalez,700,China,Male,29,3,77257.01,4,1,0,213606.02,1
18895,78223481,Brown,608,India,Male,34,5,226942.01,3,0,0,209174.03,1
18896,72398522,Young,711,France,Female,67,8,109560.81,4,1,0,56966.71,1
18897,45824738,Gonzalez,459,USA,Male,63,4,141557.46,2,0,0,235638.69,1
18898,28596755,Mosman,443,France,Male,81,9,142420.11,4,0,0,50417.68,0
18899,58337611,Boni,660,India,Male,88,4,15863.14,3,1,0,5634.58,1
18900,21679524,Dellucci,401,Germany,Female,63,8,172219.71,2,0,0,62963.31,1
18901,75234248,Tyler,638,Spain,Female,84,0,114688.56,2,1,1,239568.95,1
18902,64889159,Gonzalez,470,America,Female,31,10,66183.36,1,0,1,199063.71,0
18903,75448161,Chu,456,Austrelia,Male,87,6,110402.37,2,1,1,208021.25,0
18904,29368066,Hill,596,USA,Female,75,7,151023.57,1,1,0,112243.45,0
18905,31011008,Osborne,469,France,Male,27,8,187055.63,3,1,1,111374.17,1
18906,84823059,Lavine,809,America,Male,34,9,247746.01,3,0,0,45994.91,0
18907,46996541,Bianchi,343,France,Female,28,3,19291,2,1,0,240541.07,1
18908,68625990,Johnson,686,Spain,Male,29,5,23143.88,3,1,1,17025.88,0
18909,82584296,Jones,736,China,Male,53,6,90842.01,3,1,0,130976.61,1
18910,81352720,Hao,777,Spain,Male,19,10,104972.8,1,1,1,41181.89,0
18911,50168323,Smith,519,India,Male,28,10,17327.72,1,1,1,152196.99,0
18912,95078497,Onio,691,Austrelia,Female,49,1,195236.36,1,0,0,243852.75,1
18913,59921211,Scott,691,America,Female,32,7,203714.61,2,0,0,95032.25,1
18914,64462668,Obinna,365,Germany,Female,66,3,30537.13,2,0,0,88429.24,0
18915,30948993,Lombardo,831,France,Female,56,3,6283.72,4,1,1,206256.47,0
18916,38991271,Hernandez,422,China,Male,86,0,24216.49,2,0,1,53672.05,0
18917,58276550,Cameron,437,USA,Female,52,2,167139.12,4,1,0,46531.53,1
18918,30143188,Rodriguez,467,Austrelia,Male,90,6,229231.37,3,1,1,156682.83,1
18919,22788166,Cameron,724,China,Female,86,0,34672.73,4,0,0,93279.16,1
18920,32411873,Muldrow,807,America,Female,69,3,25918.97,3,1,0,200665.45,1
18921,27039485,Romeo,840,America,Male,21,4,152757.96,4,1,1,76897.8,1
18922,51879718,Young,691,India,Female,69,8,192262.75,2,1,1,233633.96,1
18923,65294022,Scott,350,India,Male,30,10,123538.99,1,0,1,181016.65,1
18924,78583007,Osborne,732,India,Male,31,10,124102.02,4,1,0,173304.57,0
18925,22171038,Miller,503,India,Female,69,0,241696.77,1,1,1,242432.39,0
18926,26526185,Anderson,389,France,Female,24,7,186618.83,1,0,0,119804.53,0
18927,20295900,Azikiwe,501,Austrelia,Male,20,5,130309.1,1,1,0,11912.5,0
18928,85278306,Hao,417,Germany,Female,27,5,104963.02,4,0,0,198174.9,1
18929,58584802,Taylor,701,China,Female,84,6,132602.89,1,0,0,105160.66,0
18930,40690429,Romeo,591,Spain,Male,69,6,72008.51,4,0,0,164340.06,0
18931,48937197,Dellucci,412,France,Male,18,2,159260.48,1,1,0,66348,0
18932,31648754,McWilliams,762,India,Male,30,0,48295.63,4,0,1,65999.09,1
18933,85621236,Maggard,713,Spain,Female,77,10,68473.41,3,0,1,113854.66,1
18934,92557444,Clarke,603,Germany,Male,48,3,100072.3,2,1,1,42468.81,0
18935,34935278,Sanderson,799,America,Female,82,6,150776.78,2,0,0,215746.43,1
18936,49395052,Maggard,442,USA,Male,37,8,230344.52,2,1,0,30797.09,0
18937,27162909,Sanderson,351,Germany,Male,85,4,134600.87,3,0,1,148620.92,1
18938,98898595,Gerasimov,387,France,Male,85,10,205112.9,1,0,0,47952.15,1
18939,63524134,Romeo,803,America,Male,26,2,152413.44,1,0,1,73042.87,1
18940,33220213,Young,732,Austrelia,Female,56,8,161981.03,4,0,1,65607.48,1
18941,31195295,Wilson,603,France,Female,54,7,74996.77,2,0,0,55788.06,0
18942,46738888,Romeo,410,France,Male,60,7,94376.45,1,0,0,167412.2,0
18943,16203102,Muldrow,627,Spain,Male,67,9,220355.54,4,1,0,4919.12,0
18944,69808966,Onio,485,India,Female,68,6,67386.08,2,1,1,105353.05,0
18945,53391443,Lavine,482,America,Female,76,10,42518.02,1,0,0,67804.7,0
18946,17498451,Martinez,561,Spain,Female,18,10,152053.95,1,0,0,72516.85,0
18947,63630608,Jones,319,Austrelia,Female,39,4,111085,4,0,1,31050.76,0
18948,61526552,Brown,398,America,Female,24,9,3547.27,4,0,0,80050.44,1
18949,84653298,Brown,834,Austrelia,Male,27,9,240985.79,3,1,0,208525.85,0
18950,17293848,Dellucci,780,Austrelia,Male,50,3,155152.56,4,1,0,47212.6,0
18951,60527568,Moore,717,USA,Female,55,5,58558.15,4,0,1,136110.74,1
18952,96357388,Moore,561,America,Male,54,8,74614.59,3,1,1,85648.04,1
18953,50913699,Muldrow,781,Germany,Male,84,3,205154.36,4,0,0,95106.02,0
18954,95240391,Andrews,444,USA,Female,82,10,52477.4,3,1,1,181182.22,0
18955,87620262,Jones,444,India,Male,41,1,130298.31,4,1,1,9638.9,1
18956,77505005,Hao,401,Spain,Female,84,6,131223.9,1,0,1,193332.36,1
18957,43173193,Cameron,355,India,Female,19,2,146139.46,3,1,1,99898.58,0
18958,73709732,Maggard,464,Austrelia,Male,46,2,61958.16,4,1,0,202313.31,1
18959,32522645,Wilson,594,Germany,Male,25,5,202237.34,2,0,0,89714.68,0
18960,98057868,Young,720,Austrelia,Male,39,0,6183.69,3,0,1,216715.88,0
18961,16632573,Goforth,425,China,Male,58,9,63308.1,4,0,1,115268.1,0
18962,89649448,Martinez,809,China,Female,88,10,156333.02,4,1,0,223145.01,1
18963,61863333,Moore,314,Germany,Female,89,0,50139.22,1,0,1,108169.52,1
18964,45168578,Hernandez,767,India,Male,69,2,58162.54,4,0,0,12456.95,0
18965,63736060,Romeo,614,Austrelia,Male,85,2,205002.19,4,0,1,9866.82,0
18966,74409547,Taylor,369,USA,Male,23,8,218978.14,4,1,0,6323.89,1
18967,88965877,He,417,USA,Female,69,7,86040.17,2,1,0,172134.66,1
18968,66864652,Martin,604,USA,Female,29,9,58886.1,2,1,1,234236.49,1
18969,96360145,Osborne,841,France,Female,46,3,212559.58,1,0,0,164220.17,1
18970,20674707,Brown,612,Spain,Male,26,1,249435.2,1,1,0,9835.17,0
18971,57561743,Tyler,552,India,Female,23,2,140321.39,3,0,1,80890.36,0
18972,69992077,Martinez,496,China,Male,54,10,152180.49,3,1,0,248687.86,1
18973,99847290,Andrews,637,America,Male,45,7,243473.51,4,0,0,30351.23,0
18974,83831977,Davis,772,Austrelia,Male,40,6,34937.84,3,1,0,88413.42,0
18975,90631659,Clements,844,China,Female,47,0,215514.86,2,1,1,67663.25,0
18976,75570758,Smith,404,India,Male,79,2,180069.42,4,1,1,131893.85,0
18977,36902324,Martinez,705,India,Male,49,6,74383.97,1,0,0,226169.65,0
18978,92816651,Maggard,758,America,Male,57,1,230135.54,4,1,1,174800.1,0
18979,74772133,Andrews,316,France,Female,70,1,46202.8,2,0,1,102154.55,0
18980,27380237,Onio,392,China,Female,52,2,190498.48,3,0,1,150284.46,0
18981,18335836,Gonzalez,685,Austrelia,Male,76,6,94257.16,3,1,0,88473.8,0
18982,49445881,Hao,781,France,Male,58,0,161562.43,1,1,0,33573.94,1
18983,94161309,Hargrave,306,Austrelia,Male,76,6,39027.22,3,0,0,156221.47,0
18984,40768364,Taylor,668,USA,Female,70,1,149769.8,1,1,0,58409.81,1
18985,64459504,Williams,349,USA,Male,47,9,73684.48,3,1,1,161440.93,1
18986,78628883,Clarke,403,Austrelia,Female,21,4,147599.36,2,0,0,126812.53,1
18987,78143033,Muldrow,559,India,Female,54,5,92320.46,3,1,0,138818.68,1
18988,32612930,Bartlett,680,Germany,Male,28,1,228318.4,1,0,1,32550.5,1
18989,52685137,Smith,810,France,Female,54,2,169096.23,1,0,0,167093.88,0
18990,56312979,Hao,586,China,Female,69,5,114458.58,3,1,1,12024.41,1
18991,42946121,Azikiwe,361,France,Female,18,4,168999.36,4,1,1,205446.31,1
18992,72259914,Martin,460,France,Male,59,3,21452.68,4,1,1,6456.03,1
18993,81376355,Andrews,792,Germany,Male,26,2,76734.56,3,1,0,249006.51,0
18994,52713145,Obinna,776,Germany,Female,54,2,239422.57,1,0,1,122710.34,1
18995,46993274,Hernandez,552,USA,Male,88,3,166822.56,3,0,0,246343.65,0
18996,44668792,Rodriguez,783,USA,Male,90,9,102032.03,3,0,0,81108.49,0
18997,57867059,Scott,792,USA,Female,59,5,242475.07,2,0,1,2803.24,0
18998,99961320,Anderson,608,America,Female,28,3,144831.49,4,0,0,44180.07,1
18999,80851116,Lorenzo,373,Germany,Female,37,5,51708.07,1,0,1,181280.79,0
19000,19716296,Chin,790,America,Male,27,3,103067.94,4,0,0,142912.11,0
19001,86538882,Chu,738,Austrelia,Male,31,10,151179.18,4,0,0,152802.32,1
19002,59791092,Martin,440,USA,Male,84,8,29022.62,2,0,1,128929.35,0
19003,60078694,Jackson,577,India,Female,88,10,54854.09,4,1,0,103730.33,1
19004,99742433,Hill,738,India,Female,83,5,123337.45,4,0,1,197131.19,1
19005,22233915,Clarke,351,America,Male,36,4,203313.29,2,1,1,225427.09,0
19006,87563095,Hsiao,655,Spain,Male,36,7,140649.13,1,1,1,110403.05,1
19007,99750846,Sanderson,590,Germany,Male,38,8,43988.69,2,1,0,207858.68,0
19008,44183226,Andrews,606,China,Female,21,5,21811.7,1,0,1,155235.08,1
19009,54930603,Cameron,673,India,Female,50,0,134168.43,1,1,1,76429.99,0
19010,61303867,Maclean,675,Austrelia,Female,22,6,243928.71,1,1,0,161343.1,1
19011,36481707,Gonzalez,447,America,Female,84,4,207265.61,2,1,0,211572.06,1
19012,31939048,Smith,369,America,Male,49,2,158927.15,2,1,0,203589.35,1
19013,31341025,Scott,476,Germany,Male,69,9,54166.86,1,1,0,45642.48,1
19014,86233353,Bianchi,600,Spain,Male,88,1,202075.69,2,1,1,75860.2,0
19015,41657451,Johnson,620,Germany,Male,88,2,170410.29,1,1,0,220295.42,0
19016,24953154,Osborne,609,China,Female,62,2,71948.54,3,1,0,202272.03,0
19017,33576679,Mitchell,674,USA,Female,69,4,32357.43,1,0,1,116715.19,0
19018,43450808,Goforth,646,USA,Male,58,5,241068.26,1,1,1,136137.64,0
19019,74130075,Williams,827,Austrelia,Male,45,1,39053.13,1,1,1,145420.86,1
19020,16645548,Andrews,405,USA,Male,85,4,15350.62,1,0,0,169676.6,1
19021,25233369,Moore,702,Austrelia,Female,50,3,243098.28,4,1,1,27802.13,1
19022,36654609,Hargrave,827,America,Male,35,10,177124.83,1,1,1,46022.41,0
19023,83914028,Osborne,515,France,Female,28,1,6593.28,4,1,0,162305.65,0
19024,51863604,Andrews,316,Spain,Female,60,8,239953.99,4,0,0,149199.67,1
19025,17869804,Goforth,414,Spain,Female,34,7,171793.37,1,1,1,41382.62,0
19026,27698867,Dellucci,476,China,Female,46,1,66413.53,4,1,1,106524.98,1
